player_name,rating_1.0_data,weapon_data,rating_2.0,DPR,KAST,Impact,ADR,KPR,total_kills,HS%,total_deaths,KD_ratio,dmgPR,grenade_dmgPR,maps_played,rounds_played,APR,saved_by_teammatePR,saved_teammatesPR,rounds_with_kils,KD_diff,total_opening_kills,total_opening_deaths,opening_kill_ratio,opening_kill_rating,team_W%_after_opening,opening_kill_in_W_rounds,0_kill_rounds,1_kill_rounds,2_kill_rounds,3_kill_rounds,4_kill_rounds,5_kill_rounds,rifle_kills,sniper_kills,smg_kills,pistol_kills,grenade_kills,other_kills,maps_W%,rating_2.0_1+,rating_2.0_1+_streak,rating_1.0_all_Career,rating_1.0_online_Career,rating_1.0_lan_Career,rating_1.0_major_Career,clutches_won_1on1,clutches_lost_1on1,clutches_won_1on2,clutches_won_1on3,clutches_won_1on4,clutches_won_1on5,clutches_1on1_ratio
junior,-,-,0.623202228,0.651891778,0.684480856,0.579389174,0.600230892,0.595275294,0.247783804,0.44792707,0.797233791,0.384007693,0.596327761,0.136469808,0.083587619,0.230865403,0.378500973,0.518069369,0.489801207,0.252149464,0.41843182,0.212329684,0.142753414,0.320470839,0.458642753,0.738390237,0.386235454,0.224528157,0.238546444,0.244416933,0.201330178,0.185017043,0.067104013,0.188995875,-0.010669843,0.06098474,0.263236717,0.158349677,0.026465271,0.689946195,0.514631161,0.158117019,0.310051847,0.313561108,0.390722488,0,0.189001345,0.206686196,0.15340148,0.067355079,0,0,0.75870689
jeorge,-,-,0.627632967,0.668903873,0.716676273,0.599868439,0.571400286,0.601621064,0.267503074,0.411921449,0.812591631,0.386989349,0.582948873,0.106827012,0.097859036,0.261889973,0.392803182,0.475155174,0.476698472,0.27762512,0.409135291,0.169454479,0.151425266,0.304690741,0.474379105,0.709670434,0.373091784,0.245942311,0.272860679,0.228970806,0.21398412,0.169820285,0.047488186,0.158418808,0.027724991,0.078325826,0.240751892,0.188683935,0.037064158,0.683209155,0.553182175,0.166794187,0.310091287,0.293961503,0.407385027,0,0.204612657,0.207379862,0.135979473,0.083486296,0,0,0.813238699
anonim_pro,-,-,0.66172137,0.664633082,0.72307389,0.57209078,0.567257106,0.634775994,0.220209848,0.427629756,0.799990101,0.356280542,0.596927815,0.125775115,0.084620696,0.261495243,0.374671002,0.482173744,0.5071427,0.256318351,0.378980698,0.200439429,0.129833828,0.346950586,0.483872634,0.711391617,0.386187243,0.263969622,0.270858035,0.252760873,0.206271987,0.140871834,0.081354703,0.155405191,0.00774045,0.046986501,0.252277278,0.193570003,0.064962185,0.688842949,0.543907703,0.182597482,0.31125281,0.288717877,0.393368594,0,0.187564571,0.167014247,0.167617169,0.093240132,0,0,0.61821524
anonim_pro,-,-,0.640883021,0.65040438,0.706871374,0.566377799,0.594327047,0.626390498,0.240560878,0.428005447,0.777305568,0.39251085,0.56972124,0.1095039,0.104164687,0.270200533,0.396339393,0.520188771,0.514562409,0.250701599,0.407405011,0.176461434,0.168005495,0.334908478,0.497529333,0.716371085,0.386797356,0.261289771,0.253939693,0.21230131,0.188539765,0.138821302,0.071415068,0.193343754,-0.005675294,0.057676776,0.229411119,0.195562349,0.065643111,0.663017203,0.510245221,0.165327213,0.317833134,0.30712783,0.415194332,0,0.204259158,0.176206518,0.131109366,0.060398875,0,0,0.672317966
anonim_pro,-,-,0.626863796,0.66252038,0.684010321,0.571637954,0.600599271,0.622572145,0.229495002,0.410580179,0.813510938,0.39098214,0.589794794,0.143022236,0.078466034,0.277939769,0.387529853,0.487927504,0.500974118,0.252515492,0.399998834,0.183000081,0.160742657,0.349424996,0.466807462,0.733115607,0.404360614,0.262854155,0.278769624,0.226689875,0.215760984,0.162595541,0.049091589,0.162698911,0.030111778,0.068180638,0.268686806,0.185906009,0.05439624,0.654686109,0.531428655,0.200399545,0.325680261,0.332194575,0.400031434,0,0.204036575,0.191246802,0.169027957,0.055506714,0,0,0.820509703
anonim_pro,-,-,0.669246188,0.65443041,0.701191789,0.58698767,0.571722131,0.625645752,0.257624127,0.454030479,0.78389446,0.394090194,0.597443479,0.125129274,0.088510715,0.256382927,0.355297633,0.522066503,0.510490802,0.272011894,0.380625729,0.177407025,0.160867353,0.316356865,0.467254909,0.698263714,0.403671597,0.253506627,0.243707023,0.221978821,0.190479059,0.16857691,0.077787554,0.179818079,0.018859492,0.071762697,0.263308181,0.188543433,0.055212591,0.670916748,0.5569803,0.159897249,0.344489509,0.301154971,0.411932239,0,0.173302961,0.169884548,0.175002766,0.078639126,0,0,0.909479655
anonim_pro,-,-,0.627791042,0.655745602,0.71567975,0.583553564,0.594443899,0.603133631,0.230659688,0.438569982,0.815254126,0.40314212,0.564938507,0.139659204,0.078834706,0.272457818,0.39039381,0.496233686,0.489477059,0.239111072,0.378541038,0.202372893,0.150698274,0.30531335,0.498498648,0.726602316,0.402034043,0.257514841,0.261890619,0.238369543,0.222875812,0.142095134,0.055198366,0.144639203,-0.015452382,0.064288288,0.230862762,0.178433684,0.048583258,0.652910256,0.525008432,0.186768924,0.342412531,0.325715895,0.419621744,0,0.194455582,0.193700385,0.178081557,0.094184361,0,0,0.804221219
anonim_pro,-,-,0.65078151,0.656434925,0.724586198,0.579032101,0.565289234,0.596252603,0.261325943,0.437968942,0.8059752,0.362560243,0.577151287,0.132540686,0.09883127,0.262711406,0.35469601,0.505880218,0.517007742,0.278601056,0.38373715,0.191029892,0.135120658,0.322417781,0.469209841,0.712724907,0.383909012,0.263857933,0.252517159,0.213963455,0.223573716,0.143124323,0.077774425,0.159951916,0.005150577,0.083466285,0.268204052,0.198929312,0.063960409,0.661272829,0.535888775,0.159384124,0.345387219,0.331416543,0.426278283,0,0.211911639,0.165749615,0.174953253,0.059938808,0,0,0.863491012
anonim_pro,-,-,0.66694158,0.644100822,0.705861946,0.608854119,0.583713673,0.622908579,0.223032672,0.439888384,0.804201733,0.388941069,0.600126942,0.125982468,0.107068889,0.237539538,0.39921777,0.514913855,0.508076741,0.274028541,0.376218141,0.21934186,0.140671581,0.33229743,0.476438245,0.711118725,0.398782316,0.257040444,0.255943432,0.257872136,0.221573025,0.139642816,0.057479153,0.170790152,0.009343411,0.047320166,0.269581937,0.175403476,0.025178004,0.68937335,0.529438421,0.184976692,0.317668726,0.323821608,0.40613251,0,0.201585163,0.170898218,0.132787801,0.081378947,0,0,0.707217772
anonim_pro,-,-,0.632075351,0.671421477,0.727367114,0.583827765,0.601091588,0.609211507,0.233084629,0.450080737,0.784967038,0.396533256,0.568109081,0.116375485,0.110971395,0.274858197,0.373552439,0.514373819,0.485139368,0.254019455,0.399950078,0.171729697,0.144905889,0.341276311,0.486646929,0.718608304,0.405364179,0.222446271,0.245282367,0.22944399,0.213780855,0.161604404,0.083263748,0.144287378,0.028803344,0.078495931,0.248923194,0.199614445,0.03081116,0.654916081,0.539057007,0.181170297,0.356180773,0.319639184,0.427145528,0,0.169459369,0.18912073,0.147263099,0.078589742,0,0,0.936944151
