nodeId,x,y,type,posName
0,0.0,0.2769607843137255,path,t_spawn
1,0.021582733812949617,0.2156862745098039,path,t_spawn
2,0.07434052757793763,0.2156862745098039,path,t_spawn
3,0.07434052757793763,0.2892156862745098,path,t_spawn
4,0.19424460431654675,0.2892156862745098,path,t_ramp
5,0.2398081534772182,0.2892156862745098,path,t_ramp
6,0.19424460431654675,0.3382352941176471,path,t_ramp
7,0.2398081534772182,0.3382352941176471,path,t_ramp
8,0.26378896882494,0.375,path,t_ramp
9,0.4028776978417266,0.375,path,t_ramp
10,0.4028776978417266,0.4362745098039216,path,banana
11,0.4028776978417266,0.48039215686274506,path,banana
12,0.4316546762589928,0.48039215686274506,path,banana
13,0.4028776978417266,0.5024509803921569,path,banana
14,0.36930455635491605,0.5024509803921569,path,banana
15,0.4292565947242206,0.5588235294117647,path,banana
16,0.4520383693045563,0.6078431372549019,path,banana
17,0.4748201438848921,0.6568627450980392,path,banana
18,0.5611510791366907,0.6568627450980392,path,banana
19,0.5611510791366907,0.7058823529411764,path,b_entrance
20,0.5611510791366907,0.767156862745098,path,b_entrance
21,0.5611510791366907,0.8284313725490196,path,ct
22,0.5611510791366907,0.8774509803921569,path,b_entrance
23,0.5263788968824941,0.8455882352941176,path,b_entrance
24,0.42685851318944845,0.8112745098039216,path,b
25,0.42685851318944845,0.8823529411764706,path,b
26,0.49160671462829736,0.8112745098039216,path,b
27,0.49160671462829736,0.8823529411764706,path,b
28,0.49160671462829736,0.9387254901960784,path,b
29,0.49160671462829736,1.0,path,construction
30,0.5443645083932853,1.0,path,construction
31,0.60431654676259,1.0,path,construction
32,0.60431654676259,0.9387254901960784,path,construction
33,0.5443645083932853,0.9387254901960784,path,construction
34,0.6594724220623501,0.9387254901960784,path,construction
35,0.60431654676259,0.8284313725490196,path,ct
36,0.6594724220623501,0.8284313725490196,path,ct
37,0.6594724220623501,0.8578431372549019,path,ct
38,0.7721822541966427,0.8578431372549019,path,ct
39,0.7721822541966427,0.7916666666666666,path,corridor
40,0.7721822541966427,0.7303921568627451,path,corridor
41,0.7721822541966427,0.676470588235294,path,corridor
42,0.7721822541966427,0.625,path,corridor
43,0.7721822541966427,0.571078431372549,path,corridor
44,0.8465227817745804,0.625,path,connector
45,0.935251798561151,0.625,path,ct_spawn
46,0.8129496402877698,0.571078431372549,path,connector
47,0.8800959232613909,0.571078431372549,path,ct_spawn
48,0.935251798561151,0.571078431372549,path,library
49,0.8465227817745804,0.7303921568627451,path,ct_spawn
50,0.935251798561151,0.7303921568627451,path,ct_spawn
51,0.8465227817745804,0.7598039215686274,path,ct_spawn
52,0.8129496402877698,0.7916666666666666,path,ct_spawn
53,0.8800959232613909,0.7916666666666666,path,ct_spawn
54,0.8465227817745804,0.8235294117647058,path,ct_spawn
55,0.935251798561151,0.676470588235294,path,ct_spawn
56,0.8465227817745804,0.8578431372549019,path,ct
57,0.8129496402877698,0.48039215686274506,path,connector
58,0.8129496402877698,0.4411764705882353,path,a_long
59,0.7673860911270983,0.4411764705882353,path,a_long
60,0.7206235011990407,0.4411764705882353,path,a_long
61,0.935251798561151,0.5294117647058824,path,library
62,0.988009592326139,0.5294117647058824,path,library
63,0.988009592326139,0.48529411764705876,path,library
64,0.988009592326139,0.4411764705882353,path,library
65,0.9232613908872902,0.4411764705882353,path,a_long
66,0.8681055155875299,0.4411764705882353,path,a_long
67,0.7206235011990407,0.38725490196078427,path,top_mid
68,0.7206235011990407,0.3382352941176471,path,top_mid
69,0.7206235011990407,0.2892156862745098,path,top_mid
70,0.7206235011990407,0.24264705882352938,path,top_mid
71,0.7206235011990407,0.16666666666666666,path,short
72,0.7673860911270983,0.16666666666666666,path,short
73,0.8129496402877698,0.16666666666666666,path,short
74,0.8681055155875299,0.16666666666666666,path,a
75,0.9232613908872902,0.16666666666666666,path,a
76,0.9232613908872902,0.20833333333333331,path,a
77,0.9232613908872902,0.25735294117647056,path,a
78,0.9232613908872902,0.30637254901960786,path,a
79,0.9232613908872902,0.35539215686274506,path,a
80,0.9232613908872902,0.40441176470588236,path,a_long
81,0.9688249400479616,0.20833333333333331,path,graveyard
82,0.9688249400479616,0.2818627450980392,path,graveyard
83,0.988009592326139,0.2818627450980392,path,graveyard
84,1.0,0.22794117647058823,path,graveyard
85,0.988009592326139,0.18627450980392157,path,graveyard
86,0.9232613908872902,0.11764705882352941,path,pit
87,0.9232613908872902,0.06127450980392156,path,pit
88,0.9832134292565947,0.06862745098039215,path,pit
89,0.9832134292565947,0.14215686274509803,path,pit
90,0.6690647482014389,0.24264705882352938,path,aps
91,0.6690647482014389,0.1691176470588235,path,aps
92,0.6330935251798562,0.1691176470588235,path,aps
93,0.6330935251798562,0.13602941176470587,path,aps
94,0.6330935251798562,0.11274509803921567,path,aps
95,0.6690647482014389,0.12745098039215685,path,aps
96,0.6690647482014389,0.08578431372549018,path,aps
97,0.7482014388489209,0.08578431372549018,path,aps
98,0.8249400479616307,0.08578431372549018,path,aps
99,0.8249400479616307,0.12009803921568626,path,aps
100,0.8525179856115108,0.12009803921568626,path,balcony
101,0.8729016786570744,0.12009803921568626,path,balcony
102,0.8729016786570744,0.07598039215686274,path,balcony
103,0.8800959232613909,0.05514705882352941,path,pit
104,0.6690647482014389,0.012254901960784298,path,aps
105,0.592326139088729,0.012254901960784298,path,sec_mid_aps
106,0.592326139088729,0.13602941176470587,path,aps
107,0.6498800959232613,0.2892156862745098,path,mid
108,0.5767386091127098,0.2892156862745098,path,mid
109,0.592326139088729,0.24019607843137253,path,stairs
110,0.592326139088729,0.18872549019607843,path,mid
111,0.5611510791366907,0.24019607843137253,path,sec_mid
112,0.5611510791366907,0.18872549019607843,path,sec_mid
113,0.5611510791366907,0.13602941176470587,path,sec_mid
114,0.592326139088729,0.05637254901960784,path,sec_mid
115,0.592326139088729,0.10416666666666666,path,sec_mid
116,0.5203836930455635,0.3088235294117647,path,mid
117,0.4628297362110312,0.3088235294117647,path,mid
118,0.4028776978417266,0.3088235294117647,path,mid
119,0.4028776978417266,0.3382352941176471,path,
120,0.4448441247002398,0.3382352941176471,path,under
121,0.4448441247002398,0.2892156862745098,path,
